"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"X.Crenarchaeota."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 4"," 3","19"," 0"
"Crinalium","0","0","0","0","9","0","0","0","0","0","0","0","0","1","2","7","0"
"Crithidia","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Croceibacter","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"Crocosphaera","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","1","0"
"Cronobacter"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 5"," 0","14","12","42"," 0","17"," 0"," 0"
"Cryphonectria","0","0","0","0","2","0","0","0","0","0","0","0","4","1","0","0","0"
"Cryptobacterium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Cryptococcus","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cryptosporangium","0","0","0","0","1","0","0","0","0","0","1","0","0","4","0","5","0"
"Culex","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Culicidae.","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"Cupriavidus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Curtobacterium"," 0"," 0"," 0"," 0","13"," 0","20"," 6"," 0"," 0","13"," 0"," 1"," 5"," 0"," 0"," 0"
"Curvibacter"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","69"," 1","12","13"," 0","18"," 0"
"Curvularia","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Cyanidioschyzon","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"X.Cyanobacteria.","   0","   0","   6","  82","1394"," 363","   0","   4"," 503"," 115","  14","   0","  23"," 131"," 103"," 185","  19"
"Cyanobacterium","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0"
"Cyanobium","0","0","0","0","0","0","0","0","0","0","3","0","1","2","0","1","0"
"Cyanothece","0","0","0","0","7","0","0","0","2","2","2","0","0","8","6","8","0"
"X.Cyclobacteriaceae."," 0"," 0"," 0"," 0"," 7"," 0"," 7","10"," 2"," 0","10"," 0","20"," 8","10","16"," 0"
"Cyclobacterium","0","0","0","0","1","0","1","3","0","0","7","0","6","0","2","7","0"
"Cycloclasticus","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","1"
"Cylindrospermopsis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Cylindrospermum","0","0","0","0","8","5","0","0","0","0","0","0","1","0","0","0","0"
"Cyphellophora"," 0"," 0"," 1"," 0","34"," 3"," 1"," 0"," 8"," 5"," 6"," 0"," 5"," 0"," 0"," 1"," 0"
"Cystobacter"," 0"," 0"," 0"," 0"," 3"," 0"," 1"," 3"," 0"," 4","21"," 0","22","17"," 3","12"," 1"
"X.Cystobacteraceae.","0","2","0","0","0","0","0","0","0","2","6","0","5","6","2","4","0"
"Cytophaga","0","0","0","0","0","0","0","6","0","0","6","0","5","1","0","0","0"
"X.Cytophagaceae."," 21","  6","  0","  2"," 87","  7"," 72","304"," 25","  5","490"," 23","446","153"," 71","171","  4"
"X.Cytophagales.","  3","  0","  0","  0"," 72"," 18"," 74","356"," 21"," 17","266","  4","415","155","115","259"," 15"
"X.Cytophagia.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dacryopinax","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"Dactylellina","0","0","0","0","2","0","0","0","2","0","2","0","2","0","0","0","0"
"Dactylococcopsis","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Daldinia","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Danaus","4","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0"
"Daphnia","0","0","0","0","1","0","0","0","0","3","0","1","0","2","0","0","0"
"Davidiella","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Debaryomyces","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"X.Debaryomycetaceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dechloromonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deferribacter","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"X.Deferribacteraceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Defluviimonas","0","0","0","0","1","0","0","0","0","3","0","0","0","2","1","2","0"
"Dehalobacter","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0"
"Dehalococcoides","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"X.Dehalococcoidia.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Dehalogenimonas","0","0","0","1","0","0","0","0","0","0","0","0","0","4","1","3","0"
"X.Deinococcales.","0","0","0","0","1","0","2","6","1","0","7","0","4","2","2","2","0"
"X.Deinococci."," 0"," 0"," 0"," 0"," 1"," 2"," 8","20"," 3"," 1","17"," 0","31"," 5"," 2","16"," 3"
"Deinococcus","  0","  0","  0","  0"," 16","  0"," 38","187"," 13","  2","122","  5","232"," 37"," 26"," 57"," 24"
"X.Deinococcus.Thermus.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Delftia","  0"," 19","  0","  0","  0","  0","  0","  0","  0","  0","156"," 32"," 35"," 82","  4","212","  0"
"X.Deltaproteobacteria."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 5","13","19"," 0"
"Dendroctonus"," 0"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 0","70"," 3"," 0"," 0"," 0"," 2"," 2"," 0"
"Denitrovibrio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dermabacter","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0"
"X.Dermabacteraceae.","0","0","0","0","3","0","1","0","0","2","3","0","0","1","0","0","0"
"X.Dermacoccaceae.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Dermacoccus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"X.Dermatophilaceae.","0","0","0","0","4","1","1","0","3","1","1","0","1","1","2","1","0"
"Desmospora","0","0","0","0","4","0","0","2","0","2","2","0","0","0","6","2","0"
"Desulfarculus","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0"
"Desulfatibacillum","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0"
"Desulfitobacterium","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0"
"Desulfobacca","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0"
"Desulfobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"X.Desulfobacteraceae.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"X.Desulfobacterales.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Desulfobacterium","0","0","0","0","1","0","0","0","0","3","2","0","1","0","3","2","0"
"Desulfobacula","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","1","0"
"X.Desulfobulbaceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Desulfocapsa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Desulfococcus","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","0"
"Desulfofustis","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0"
"Desulfohalobium","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Desulfomicrobium","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","2","2"
"Desulfomonile","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0"
"Desulfonatronospira","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","2","0"
"Desulfosporosinus","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0"
"Desulfotignum","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"Desulfotomaculum","0","0","0","0","1","0","0","0","0","0","0","0","3","3","7","5","0"
"Desulfovibrio","0","0","0","0","0","0","1","0","2","0","0","0","0","0","3","4","0"
"X.Desulfovibrionales.","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0"
"Desulfurispirillum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Desulfurivibrio","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1"
"Desulfurobacterium","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0"
"X.Desulfuromonadales.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Desulfuromonas","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0"
"Dethiobacter","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"Devosia"," 0"," 0"," 0"," 0"," 7"," 0"," 1","27"," 6"," 0","13"," 0","16"," 4"," 3"," 8"," 0"
"Dialister","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0"
"Diaphorina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Dichelobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Dichomitus","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0"
"Dickeya"," 1"," 1"," 0"," 1"," 0"," 6"," 3"," 2"," 3"," 2","11"," 6","13"," 0"," 3"," 1"," 0"
"Dictyoglomus","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"X.Dictyosteliida.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dictyostelium","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Dietzia","  3","  8","  0","  1","  9","  1","124"," 60","  3","  4","375"," 69","257","122"," 81","185"," 27"
"Dinoroseobacter","0","0","0","0","0","0","0","1","0","0","2","0","1","1","0","0","0"
"X.Dipodascaceae.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Diptera."," 0"," 0","19"," 3"," 0"," 0"," 2"," 0"," 0"," 7"," 0"," 0"," 1"," 0"," 0"," 0"," 6"
"Dokdonia","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0"
"Dolosigranulum"," 1"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0","13"," 2","14"," 1"," 1"," 2"," 0"
"Dorea","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"X.Dothideomycetes.","  2","  1","  0"," 11","198"," 54"," 75"," 63"," 93"," 49","339"," 31","231"," 90"," 56"," 39"," 27"
"Draconibacterium","1","0","0","0","1","0","0","3","1","0","5","0","7","1","1","0","0"
"Drechslerella","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Drosophila","0","0","2","0","2","0","0","0","0","4","0","0","0","0","0","0","1"
"Dyadobacter"," 0"," 0"," 0"," 0"," 0"," 0"," 4","49"," 0"," 0","65"," 0","58","11"," 9","51"," 0"
"Dyella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dysgonomonas"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 4"," 1"," 5"," 0","47"," 4"," 0"," 0"," 0"
"Echinicola"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0","11"," 0"," 7"," 2"," 1"," 1"," 0"
"Echinococcus","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"Ectothiorhodospira","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0"
"X.Ectothiorhodospiraceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","1"
"Edwardsiella","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"Eggerthella","0","0","0","0","0","0","2","0","0","0","2","0","3","0","1","2","0"
"Eimeria","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Elizabethkingia","  0","  9","  0","  0","  0","  0","  0","  2","  0","  0","102","  0"," 26"," 79","  0"," 60","  0"
"Elusimicrobium","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","3","0"
"Emiliania","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"Emticicia"," 0"," 2"," 0"," 0"," 3"," 0"," 0"," 3"," 1"," 2","10"," 0","20"," 3"," 1","10"," 0"
"Encephalitozoon","0","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0"
"Endocarpon"," 0"," 0"," 0"," 3","53","17"," 0"," 0"," 5"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"Enhydrobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ensifer","0","0","0","0","1","0","0","0","0","1","3","0","0","2","3","3","0"
"Entamoeba"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 2"," 2"," 0"," 1"," 5","20"," 0"," 5"," 2"," 4"
"Enterobacter","   0","   0","   0","   0","   0","  39","  29","   0","   0","   5","  48"," 445"," 746"," 124","2094","  99","   0"
"X.Enterobacteriaceae.","    0","    0","    0","  338"," 3111"," 8962"," 3140"," 1544"," 2523"," 2712","10078"," 6035","11271"," 1147","13184"," 1495","    0"
"X.Enterococcaceae.","  0","  4","  0","  0","  0","  0","445","  9","  0","  0"," 35","  0","  5","  0"," 68","  3","  0"
"Enterococcus","   0","   3","   0","   0","   7","   0","1011","  30","   0","   0"," 176","   0","  17","   6"," 208","  10","   0"
"Epicoccum","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"X.Epsilonproteobacteria.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"Eremococcus","1","0","0","0","0","0","3","0","0","0","2","0","2","0","1","4","0"
"Erwinia","  0"," 14","  0","  0"," 23","911","204","  6"," 47"," 32","548","150","291","  0","  0","  4","  0"
"Erysipelothrix","0","0","0","0","2","0","1","0","1","2","0","0","1","0","0","0","0"
"X.Erysipelotrichaceae.","0","0","0","0","4","1","0","1","1","1","3","2","0","2","0","0","0"
"Erythrobacter"," 0"," 0"," 0"," 0","20"," 0"," 5","17"," 2"," 0","15"," 0","17"," 8","17","28"," 0"
"Escherichia","  0","  0","  0","  0"," 11"," 71"," 10","  5","  6"," 50"," 76"," 27"," 88"," 24","103"," 33","  0"
"Ethanoligenens","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Eubacteriaceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Eubacterium"," 0"," 0"," 0"," 1"," 3"," 0"," 5"," 1"," 0"," 0","10"," 0","10"," 1"," 3","11"," 4"
"X.Eukaryota.","  0","  0","  0"," 17","255"," 93","  0","  0","188"," 58","128","  0","135"," 24"," 28"," 84","  0"
"X.Eurotiales."," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"X.Eurotiomycetes.","  0","  0","  1","  7","239"," 47","  0","  0"," 77"," 34","  5","  0","  0","  3","  0","  3","  0"
"X.Euryarchaeota.","2","0","0","0","2","0","1","0","0","0","1","0","2","0","3","3","0"
"Eutypa","0","0","0","0","2","3","1","2","0","0","9","2","4","5","0","3","1"
"Exiguobacterium","  0","  0","  0","  0"," 10","  0"," 17","152"," 22","  0","126"," 23","918"," 53"," 43"," 94"," 56"
"Exophiala"," 0"," 0"," 0"," 1","11"," 3"," 0"," 0"," 3"," 1"," 0"," 0"," 1"," 0"," 1"," 0"," 0"
"Facklamia","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0"
"Faecalibacterium","0","0","0","0","1","0","0","0","0","0","2","0","2","3","0","4","0"
"Felixounalikevirus","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"Ferrimonas","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"Ferroplasma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fervidicella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fervidobacterium","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0"
"Fibrella"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 8"," 0"," 0","45"," 0","19"," 7"," 1"," 5"," 0"
"Fibrisoma"," 0"," 0"," 0"," 0","10"," 0"," 1","18"," 0"," 0","34"," 2","44","20"," 1","14"," 0"
"Fibrobacter","1","1","0","0","1","1","0","0","0","0","4","0","5","0","0","3","0"
"Fibroporia","0","0","0","1","1","0","0","0","1","0","0","0","2","0","1","0","0"
"Fictibacillus","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Filifactor","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Filobasidiella"," 0"," 0"," 1"," 3"," 8"," 5"," 0"," 0","79","11"," 4"," 0"," 4"," 0"," 1"," 0"," 0"
"Fimbriimonas"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 3"," 0"," 2"," 0"," 0"," 9"," 1"," 1","11"," 0"
"Finegoldia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Firmicutes.","  0","  0","  0","  0"," 76","  0","293"," 92","  0","  0","654"," 16","587","276","244","434"," 15"
"Fischerella"," 0"," 0"," 0"," 2","11"," 3"," 0"," 1"," 8"," 0"," 0"," 0"," 0"," 2"," 1"," 3"," 1"
"Flammeovirga","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"X.Flammeovirgaceae.","0","0","1","0","3","0","1","3","1","0","1","0","1","2","1","3","0"
"X.Flavobacteriaceae.","   0"," 205","   0","   0","  97","   0","   0"," 295"," 240","   0","7531","  73","1435","5478","   0","2880","   0"
"X.Flavobacteriales.","  0"," 23","  0","  0"," 28","  0","  0"," 42"," 42","  0","487","  0","148","376","  3","168","  0"
"X.Flavobacteriia.","  0","  0","  0","  0","  2","  0","  0","  0","  6","  0","224","  0"," 39","147","  0"," 48","  0"
"Flavobacterium"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 0","66"," 0","40","19"," 0","21"," 0"
"Flavonifractor","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Flexibacter","0","3","0","0","1","0","2","2","1","0","1","0","0","4","2","6","2"
"Flexistipes","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Fluviicola"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 0","15","23"," 3","21"," 0"
"Fomitopsis","0","0","0","0","1","0","0","0","2","0","0","0","0","1","0","0","0"
"X.Formicidae.","1","0","1","0","0","0","0","0","1","2","4","3","0","0","0","0","0"
"Formosa","0","0","0","0","1","0","0","2","0","0","2","0","2","0","0","2","0"
"Francisella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Frankia"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0","45","21","29"," 0"
"Frankliniella","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Frateuria","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0"
"Frischella","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fulvimarina","0","0","1","0","1","0","0","0","1","0","1","2","0","2","2","2","0"
"Fulvivirga"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 3"," 0"," 0"," 8"," 0","11"," 8"," 0"," 2"," 0"
"X.Fungi.","  0","  0","  1","  5","193"," 55"," 31"," 26","181"," 43","152","  6","105"," 38"," 37"," 59","  0"
"Fusarium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Fusobacteriales.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Fusobacterium","0","1","0","0","1","0","2","0","0","1","0","0","2","4","2","5","0"
"Gaeumannomyces","0","0","0","0","2","1","0","1","1","1","2","0","0","0","0","4","0"
"Galbibacter"," 0"," 0"," 0"," 0"," 3"," 3"," 0"," 3","35"," 1"," 6"," 0"," 4"," 0"," 1"," 5"," 0"
"Galdieria","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"Gallaecimonas","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0"
"Gallibacterium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Gallionella","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"X.Gammaproteobacteria.","   0"," 127","   0"," 368","2199","1323","1061"," 811","2083","1635","3755","1000","3562"," 488","1031"," 678"," 107"
"Ganoderma","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gardnerella","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"Geitlerinema","0","0","0","0","2","1","0","0","0","0","0","0","1","4","1","1","2"
"Gemella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gemmata","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"X.Gemmatimonadetes.","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0"," 38"," 99"," 91","147","  0"
"Gemmatimonas"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 3"," 0"," 1"," 0"," 0"," 4","14","15","33"," 0"
"Geobacillus"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"Geobacter"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 4","14"," 8"," 0"
"X.Geodermatophilaceae.","  0","  0","  0","  0"," 51","  0","  0"," 10","  2","  0"," 94","  0"," 71","209","191","212","  7"
"Geodermatophilus","  0","  0","  0","  0"," 14","  0","  1","  6","  2","  0"," 38","  3"," 35","120"," 69","117"," 12"
"Geotrichum","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0"
"Gilliamella","  0","  0","  2","131"," 28"," 31","  1","  0","477","545","  1","  0","  0","  0","  0","  1","  0"
"Gillisia","0","1","0","0","2","0","3","3","2","1","5","0","5","1","2","2","0"
"Glaciecola","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","0"
"Glarea"," 0"," 1"," 0"," 2","14"," 6"," 1"," 1"," 4"," 2"," 6"," 0"," 1"," 0"," 2"," 2"," 0"
"Gloeobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","8","0"
"Gloeocapsa"," 0"," 0"," 0"," 0","42"," 6"," 1"," 4","14"," 6"," 2"," 0"," 2"," 7"," 0"," 6"," 1"
"Gloeophyllum","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"X.Glomeraceae.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Glomerellales.","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"Gluconacetobacter","0","0","0","0","1","0","0","0","3","0","2","0","0","2","0","2","0"
"Gluconobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Glycomyces","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Gordonia"," 0"," 0"," 0"," 0","41"," 0"," 2"," 0"," 9"," 6","17"," 0"," 7","19","19","26"," 6"
"Gordonibacter","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Gottschalkia","0","0","0","0","0","0","1","0","0","0","4","2","2","1","0","0","1"
"Gracilibacillus","0","1","0","0","2","0","1","1","0","0","2","1","1","1","2","2","0"
"Gramella","1","0","0","0","0","0","0","0","0","1","4","0","2","1","0","0","0"
"Granulibacter"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 4"," 0"," 0"," 0"," 4","17"," 0"
"Granulicatella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Granulicella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gregarina"," 0"," 0"," 2"," 0"," 8"," 0"," 0"," 0","35","10"," 0"," 1"," 0"," 0"," 0"," 0"," 0"
"Grimontia","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"Grosmannia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guillardia","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Haemophilus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Hafnia"," 0"," 0"," 0"," 0","17"," 4"," 0"," 0"," 3","52"," 5"," 3"," 1"," 0"," 0"," 0"," 1"
"Hahella","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Haladaptatus","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Halalkalicoccus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X.Halanaerobiaceae.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"Halanaerobium","0","0","0","0","0","0","0","0","0","1","0","0","1","2","2","0","0"
"Haliangium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haliscomenobacter"," 2"," 0"," 0"," 0"," 7"," 1"," 5"," 9"," 5"," 0"," 6"," 0","11"," 3"," 6","14"," 1"
"Haloarcula","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Halobacillus","0","0","0","0","0","0","1","0","0","0","6","0","4","5","2","7","0"
"X.Halobacteriaceae.","0","0","0","2","0","0","1","4","1","0","2","0","0","4","0","7","0"
"Halobacterium","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"Halobacteroides","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Halococcus","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Haloferax","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Halogeometricum","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Halogranum","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"X.Halomonadaceae.","0","2","0","0","1","1","0","0","0","0","8","2","4","1","0","0","0"
"Halomonas"," 0"," 0"," 0"," 2","16"," 2"," 9","11"," 5"," 1","32"," 8","24","15"," 4","10"," 1"
"Halonotius","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Halopiger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"Haloplasma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Halorhodospira","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"Halorubrum","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0"
"Halostagnicola","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Halothece","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0"
"Halothermothrix","1","0","0","0","1","0","0","0","0","0","1","0","0","5","1","1","0"
"Halothiobacillus","0","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0"
"Harmonia","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Harpegnathos","0","0","0","0","1","0","0","0","1","3","0","0","1","0","0","0","0"
"Helcococcus","0","0","0","0","0","0","0","1","0","0","1","0","2","2","1","1","1"
